SN,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
159522,2008,1,16,3,945,950,1220,1204,OH,5001,N597SW,155,134,91,16,-5,LGA,CLT,544
159523,2008,1,16,3,1145,1150,1412,1419,OH,5002,N915CA,87,89,72,-7,-5,MEM,CVG,403
159524,2008,1,16,3,1539,1540,1717,1721,OH,5002,N991cA,98,101,82,-4,-1,CVG,ALB,623
159525,2008,1,16,3,932,935,1034,1039,OH,5003,N999CA,122,124,106,-5,-3,CVG,OMA,614
159526,2008,1,16,3,1509,1510,1654,1704,OH,5004,N669CA,105,114,90,-10,-1,CVG,MHT,741
159527,2008,1,16,3,1305,1310,1452,1506,OH,5005,N932CA,107,116,71,-14,-5,LGA,RDU,431
159528,2008,1,16,3,600,600,809,759,OH,5006,N735CA,129,119,111,10,0,TYS,LGA,647
159529,2008,1,16,3,1147,1147,1219,1230,OH,5007,N655CA,32,43,22,-11,0,SDF,CVG,83
159530,2008,1,16,3,1315,1315,1536,1543,OH,5007,N655CA,141,148,124,-7,0,CVG,PBI,892
159531,2008,1,16,3,1830,1701,2040,1910,OH,5008,N940CA,130,129,90,90,89,CMH,BOS,640
159532,2008,1,16,3,2025,2035,2145,2225,OH,5009,N708CA,80,110,47,-40,-10,JFK,ROC,264
159534,2008,1,16,3,1105,1105,1230,1224,OH,5013,N967CA,85,79,62,6,0,RIC,JFK,288
159535,2008,1,16,3,2143,2143,10,10,OH,5014,N917CA,147,147,124,0,0,LGA,SAV,722
159536,2008,1,16,3,2000,2000,2040,2040,OH,5015,N590SW,40,40,20,0,0,CVG,LEX,70
159537,2008,1,16,3,1102,1110,1342,1358,OH,5016,N443CA,100,108,84,-16,-8,TUL,CVG,646
159538,2008,1,16,3,1459,1500,1536,1552,OH,5016,N518CA,37,52,19,-16,-1,CVG,CMH,116
159539,2008,1,16,3,1328,1328,1622,1604,OH,5017,N690CA,174,156,133,18,0,JFK,ATL,760
159540,2008,1,16,3,1655,1643,8,1801,OH,5017,N690CA,433,78,304,367,12,ATL,SDF,321
159541,2008,1,16,3,900,900,1008,1013,OH,5018,N526CA,68,73,46,-5,0,DTW,CVG,229
159542,2008,1,16,3,825,830,1004,1034,OH,5021,N821CA,99,124,70,-30,-5,JFK,RDU,426
159543,2008,1,16,3,555,600,743,724,OH,5021,N821CA,108,84,50,19,-5,ROC,JFK,264
159544,2008,1,16,3,1755,1745,2022,2014,OH,5022,N629BR,87,89,69,8,10,MEM,CVG,403
159545,2008,1,16,3,615,615,742,801,OH,5023,N625CA,87,106,76,-19,0,MDT,CVG,429
159546,2008,1,16,3,1335,1335,1438,1439,OH,5024,N954CA,123,124,97,-1,0,CVG,OMA,614
159547,2008,1,16,3,1930,1930,2054,2056,OH,5025,N797CA,84,86,68,-2,0,CVG,MDT,429
159548,2008,1,16,3,1530,1540,1839,1829,OH,5025,N954CA,129,109,95,10,-10,OMA,CVG,614
159549,2008,1,16,3,1528,1528,1905,1900,OH,5026,N965CA,157,152,127,5,0,AUS,CVG,958
159550,2008,1,16,3,720,730,935,1007,OH,5028,N709CA,75,97,59,-32,-10,MEM,CVG,403
159551,2008,1,16,3,1054,1055,1242,1248,OH,5028,N528CA,108,113,91,-6,-1,CVG,BDL,661
159552,2008,1,16,3,908,905,1035,1036,OH,5030,N965CA,87,91,67,-1,3,CVG,BWI,430
159553,2008,1,16,3,700,700,747,744,OH,5030,N938CA,47,44,26,3,0,LEX,CVG,70
159554,2008,1,16,3,906,856,1157,1155,OH,5031,N937CA,171,179,139,2,10,BOS,SAV,901
159555,2008,1,16,3,1910,1910,2115,2125,OH,5032,N695CA,65,75,51,-10,0,ORD,CVG,264
159556,2008,1,16,3,908,908,1153,1149,OH,5033,N798CA,165,161,112,4,0,LGA,SAV,722
159557,2008,1,16,3,1744,1744,2020,2025,OH,5035,N642CA,156,161,127,-5,0,BOS,CVG,752
159558,2008,1,16,3,910,910,1033,1038,OH,5037,N927CA,83,88,63,-5,0,CVG,IAD,388
159559,2008,1,16,3,655,700,819,810,OH,5037,N710CA,84,70,49,9,-5,LAN,CVG,258
159560,2008,1,16,3,955,955,1131,1135,OH,5038,N804CA,96,100,66,-4,0,CLT,CVG,335
159561,2008,1,16,3,1212,1215,1349,1345,OH,5038,N804CA,97,90,72,4,-3,CVG,AVP,499
159562,2008,1,16,3,1454,1500,1648,1646,OH,5039,N398CA,114,106,94,2,-6,CVG,JAX,614
159563,2008,1,16,3,1700,1700,1854,1911,OH,5040,N676CA,114,131,92,-17,0,CVG,BOS,752
159564,2008,1,16,3,1205,1210,1416,1428,OH,5043,N716CA,71,78,55,-12,-5,ORD,CVG,264
159565,2008,1,16,3,1520,1525,1700,1659,OH,5043,N811CA,100,94,75,1,-5,CVG,CHS,497
159566,2008,1,16,3,1045,1045,1157,1156,OH,5044,N692CA,72,71,45,1,0,CVG,DTW,229
159567,2008,1,16,3,943,742,1151,1010,OH,5045,N940CA,128,148,100,101,121,BOS,CMH,640
159568,2008,1,16,3,2010,2005,2218,2242,OH,5046,N918CA,128,157,92,-24,5,JFK,DTW,508
159569,2008,1,16,3,1252,1252,1416,1430,OH,5050,N518CA,84,98,68,-14,0,CLT,CVG,335
159570,2008,1,16,3,1515,1515,1710,1715,OH,5050,N719CA,115,120,99,-5,0,CVG,PVD,722
159571,2008,1,16,3,553,553,821,825,OH,5051,N518CA,88,92,79,-4,0,GRB,CVG,416
159572,2008,1,16,3,1420,1430,1528,1544,OH,5052,N713CA,68,74,35,-16,-10,JFK,BWI,184
159573,2008,1,16,3,1258,1300,1349,1403,OH,5052,N514CA,51,63,30,-14,-2,BDL,JFK,106
159574,2008,1,16,3,1545,1555,1838,1837,OH,5054,N912CA,113,102,88,1,-10,MCI,CVG,539
159575,2008,1,16,3,1925,1925,2107,2049,OH,5054,N655CA,102,84,60,18,0,CVG,RIC,413
159576,2008,1,16,3,935,850,1230,1135,OH,5055,N369CA,235,225,194,55,45,LGA,MSY,1183
159577,2008,1,16,3,1245,1204,1640,1559,OH,5056,N369CA,175,175,139,41,41,MSY,LGA,1183
159578,2008,1,16,3,1455,1455,1612,1600,OH,5057,N916CA,77,65,40,12,0,PVD,JFK,144
159579,2008,1,16,3,1330,1330,1506,1532,OH,5058,N378CA,96,122,86,-26,0,JAX,CVG,614
159580,2008,1,16,3,1630,1635,1800,1817,OH,5058,N378CA,90,102,67,-17,-5,CVG,PHL,507
159581,2008,1,16,3,1200,1207,1324,1339,OH,5059,N783CA,84,92,58,-15,-7,JFK,ROC,264
159582,2008,1,16,3,1400,1409,1520,1540,OH,5060,N783CA,80,91,50,-20,-9,ROC,JFK,264
159583,2008,1,16,3,1855,1900,2008,2015,OH,5061,N435CA,73,75,53,-7,-5,DTW,CVG,229
159584,2008,1,16,3,2059,2100,2210,2207,OH,5061,N716CA,71,67,49,3,-1,CVG,CHA,278
159585,2008,1,16,3,900,905,1050,1114,OH,5063,N969CA,110,129,84,-24,-5,JFK,CMH,483
159586,2008,1,16,3,1252,1300,1428,1446,OH,5065,N991cA,96,106,79,-18,-8,BWI,CVG,430
159587,2008,1,16,3,1142,1145,1330,1357,OH,5066,N442CA,108,132,91,-27,-3,CHS,LGA,641
159588,2008,1,16,3,1125,1130,1221,1240,OH,5067,N924CA,56,70,45,-19,-5,CLE,CVG,221
159589,2008,1,16,3,1319,1320,1424,1422,OH,5067,N924CA,65,62,44,2,-1,CVG,TYS,226
159590,2008,1,16,3,1110,1115,1220,1222,OH,5068,N958CA,70,67,47,-2,-5,CVG,PIT,256
159591,2008,1,16,3,1450,1450,1518,1530,OH,5069,N659BR,28,40,20,-12,0,DAY,CVG,64
159592,2008,1,16,3,830,830,1050,1046,OH,5070,N658CA,140,136,96,4,0,ATL,JFK,760
159593,2008,1,16,3,655,655,755,800,OH,5071,N784CA,60,65,45,-5,0,TRI,CVG,216
159594,2008,1,16,3,910,910,953,933,OH,5071,N973CA,103,83,85,20,0,CVG,MKE,318
159595,2008,1,16,3,1639,1640,1730,1731,OH,5073,N797CA,51,51,24,-1,-1,CVG,SDF,83
159596,2008,1,16,3,1008,1000,1212,1219,OH,5074,N973CA,64,79,57,-7,8,MKE,CVG,318
159597,2008,1,16,3,1300,1300,1517,1505,OH,5074,N973CA,197,185,175,12,0,CVG,SAT,1024
159600,2008,1,16,3,1915,1920,2142,2206,OH,5078,N821CA,147,166,125,-24,-5,JAX,BOS,1011
159601,2008,1,16,3,655,700,855,857,OH,5080,N929CA,120,117,96,-2,-5,GSO,BOS,645
159602,2008,1,16,3,1000,945,1132,1135,OH,5083,N716CA,152,170,123,-3,15,JFK,ORD,740
159603,2008,1,16,3,1105,1115,1431,1457,OH,5084,N625CA,146,162,124,-26,-10,SAT,CVG,1024
159604,2008,1,16,3,2055,2055,2300,2251,OH,5085,N991cA,185,176,164,9,0,CVG,AUS,958
159605,2008,1,16,3,930,930,1201,1206,OH,5086,N691CA,151,156,133,-5,0,FLL,CVG,932
159606,2008,1,16,3,1050,1105,1329,1333,OH,5088,N811CA,99,88,79,-4,-15,CID,CVG,419
159607,2008,1,16,3,919,920,1020,1030,OH,5089,N938CA,61,70,44,-10,-1,CVG,GRR,268
159608,2008,1,16,3,555,600,814,818,OH,5089,N779CA,139,138,109,-4,-5,JFK,CVG,589
159609,2008,1,16,3,1900,1900,2029,2048,OH,5090,N430CA,89,108,42,-19,0,JFK,BWI,184
159610,2008,1,16,3,919,910,1050,1043,OH,5091,N642CA,151,153,135,7,9,CVG,DFW,812
159611,2008,1,16,3,1607,1607,1826,1844,OH,5092,N678CA,139,157,111,-18,0,BOS,CVG,752
159612,2008,1,16,3,1337,1330,1535,1537,OH,5092,N678CA,118,127,94,-2,7,CVG,BOS,752
159613,2008,1,16,3,1610,1615,1832,1839,OH,5094,N443CA,82,84,53,-7,-5,ORD,CVG,264
159614,2008,1,16,3,1250,1300,1400,1408,OH,5095,N526CA,70,68,55,-8,-10,LAN,CVG,258
159615,2008,1,16,3,1200,1151,1441,1438,OH,5096,N784CA,161,167,143,3,9,MIA,CVG,948
159616,2008,1,16,3,845,855,1002,1001,OH,5097,N956CA,77,66,53,1,-10,GRR,CVG,268
159617,2008,1,16,3,1115,1045,1226,1200,OH,5097,N588SW,71,75,51,26,30,CVG,GSO,330
159618,2008,1,16,3,700,700,903,902,OH,5098,N597SW,123,122,88,1,0,CLT,LGA,544
159619,2008,1,16,3,1010,1010,1226,1240,OH,5099,N659BR,136,150,116,-14,0,MHT,CVG,741
159620,2008,1,16,3,1325,1325,1401,1406,OH,5099,N659BR,36,41,17,-5,0,CVG,DAY,64
159621,2008,1,16,3,1535,1522,1854,1848,OH,5100,N969CA,139,146,112,6,13,IAH,CVG,871
159622,2008,1,16,3,1941,1930,2115,2100,OH,5100,N786CA,94,90,75,15,11,CVG,ROC,461
159623,2008,1,16,3,1300,1300,1404,1406,OH,5101,N958CA,64,66,52,-2,0,PIT,CVG,256
159624,2008,1,16,3,700,700,820,824,OH,5102,N679CA,80,84,45,-4,0,DCA,JFK,213
159625,2008,1,16,3,920,925,1042,1053,OH,5103,N510CA,82,88,52,-11,-5,JFK,BTV,267
159626,2008,1,16,3,715,715,825,827,OH,5103,N510CA,70,72,44,-2,0,BWI,JFK,184
159627,2008,1,16,3,1030,1030,1350,1354,OH,5104,N713CA,140,144,127,-4,0,BNA,JFK,766
159628,2008,1,16,3,1700,1650,1815,1808,OH,5105,N691CA,75,78,58,7,10,CVG,RDU,390
159629,2008,1,16,3,1405,1350,1624,1608,OH,5105,N691CA,79,78,49,16,15,ORD,CVG,264
159630,2008,1,16,3,1215,1220,1410,1415,OH,5106,N821CA,115,115,93,-5,-5,RDU,BOS,612
159631,2008,1,16,3,1503,1505,1645,1645,OH,5107,N999CA,102,100,87,0,-2,CVG,SAV,515
159632,2008,1,16,3,1810,1815,2005,2017,OH,5109,N403CA,115,122,77,-12,-5,CLE,JFK,425
159633,2008,1,16,3,1752,1755,1839,1847,OH,5110,N797CA,47,52,36,-8,-3,SDF,CVG,83
159636,2008,1,16,3,1944,1945,2126,2136,OH,5112,N374CA,102,111,71,-10,-1,CVG,PHL,507
159637,2008,1,16,3,610,610,817,815,OH,5113,N690CA,127,125,91,2,0,PHL,CVG,507
159638,2008,1,16,3,1105,1110,1225,1234,OH,5114,N729CA,80,84,64,-9,-5,CVG,RIC,413
159639,2008,1,16,3,840,820,1015,1019,OH,5115,N962CA,95,119,73,-4,20,BOS,ORF,468
159640,2008,1,16,3,1610,1615,1825,1837,OH,5117,N868CA,135,142,117,-12,-5,CHS,BOS,818
159641,2008,1,16,3,645,645,835,839,OH,5118,N719CA,110,114,80,-4,0,DTW,JFK,508
159642,2008,1,16,3,1345,1355,1458,1541,OH,5119,N729CA,73,106,67,-43,-10,RIC,CVG,413
159643,2008,1,16,3,630,630,955,1000,OH,5120,N523CA,145,150,129,-5,0,BHM,LGA,866
159644,2008,1,16,3,903,905,1125,1130,OH,5121,N669CA,142,145,124,-5,-2,CVG,PBI,892
159645,2008,1,16,3,1320,1320,1517,1519,OH,5122,N409CA,117,119,98,-2,0,CVG,LGA,585
159646,2008,1,16,3,904,904,1204,1204,OH,5123,N685BR,180,180,130,0,0,LGA,JAX,834
159647,2008,1,16,3,830,830,1130,1136,OH,5124,N689CA,120,126,101,-6,0,AUS,ATL,813
159648,2008,1,16,3,725,735,947,1008,OH,5125,N588SW,82,93,73,-21,-10,SGF,CVG,491
159649,2008,1,16,3,850,850,1030,1057,OH,5127,N924CA,100,127,72,-27,0,JFK,CLE,425
159650,2008,1,16,3,605,605,735,740,OH,5127,N924CA,90,95,58,-5,0,BTV,JFK,267
159651,2008,1,16,3,610,610,737,734,OH,5128,N809CA,87,84,60,3,0,LEX,ATL,303
159652,2008,1,16,3,1731,1731,2010,2016,OH,5129,N814CA,159,165,137,-6,0,PWM,CVG,810
159653,2008,1,16,3,2105,2105,2215,2215,OH,5129,N446CA,130,130,108,0,0,CVG,TUL,646
159654,2008,1,16,3,1115,1120,1215,1225,OH,5130,N376CA,60,65,49,-10,-5,PIT,CVG,256
159655,2008,1,16,3,1330,1325,1551,1559,OH,5130,N371CA,141,154,122,-8,5,CVG,RSW,879
159656,2008,1,16,3,825,830,1024,1034,OH,5131,N451CA,119,124,83,-10,-5,LGA,CMH,478
159657,2008,1,16,3,1525,1525,1635,1634,OH,5132,N625CA,70,69,44,1,0,CVG,PIT,256
159658,2008,1,16,3,1710,1710,1814,1821,OH,5133,N625CA,64,71,49,-7,0,PIT,CVG,256
159659,2008,1,16,3,1258,1250,1420,1419,OH,5134,N689CA,82,89,59,1,8,ATL,CVG,373
159660,2008,1,16,3,1305,1305,1326,1331,OH,5135,N447CA,81,86,57,-5,0,CVG,BHM,396
159661,2008,1,16,3,1804,1753,2016,2014,OH,5136,N641CA,132,141,117,2,11,SRQ,CVG,812
159662,2008,1,16,3,1520,1520,1740,1733,OH,5137,N641CA,140,133,117,7,0,CVG,SRQ,812
159663,2008,1,16,3,1750,1745,1952,2000,OH,5138,N811CA,122,135,96,-8,5,CHS,LGA,641
159664,2008,1,16,3,840,843,1020,1025,OH,5139,N967CA,100,102,60,-5,-3,LGA,RIC,292
159665,2008,1,16,3,1940,1940,2140,2141,OH,5140,N784CA,120,121,86,-1,0,CVG,EWR,569
159666,2008,1,16,3,600,600,814,811,OH,5141,N729CA,134,131,107,3,0,EWR,CVG,569
159667,2008,1,16,3,1705,1705,1842,1856,OH,5142,N999CA,97,111,85,-14,0,SAV,CVG,515
159668,2008,1,16,3,1952,1955,2224,2233,OH,5143,N398CA,152,158,133,-9,-3,CVG,MIA,948
159669,2008,1,16,3,715,725,955,1011,OH,5144,N655CA,160,166,142,-16,-10,MIA,CVG,948
159670,2008,1,16,3,1234,1234,1450,1511,OH,5146,N685BR,136,157,119,-21,0,JAX,LGA,834
159671,2008,1,16,3,1949,1950,2043,2051,OH,5147,N966CA,54,61,39,-8,-1,CVG,TRI,216
159672,2008,1,16,3,739,740,949,945,OH,5148,N708CA,130,125,102,4,-1,CVG,PVD,722
159674,2008,1,16,3,945,945,1033,1042,OH,5152,N379CA,108,117,82,-9,0,ATL,MDW,590
159675,2008,1,16,3,630,630,744,750,OH,5152,N658CA,74,80,53,-6,0,GSO,ATL,306
159676,2008,1,16,3,1028,1035,1310,1319,OH,5153,N805CA,162,164,144,-9,-7,JAX,BOS,1011
159677,2008,1,16,3,1730,1737,1948,1959,OH,5155,N963CA,78,82,72,-11,-7,ATW,CVG,411
159678,2008,1,16,3,1930,1930,2118,2124,OH,5156,N999CA,108,114,91,-6,0,CVG,BTV,702
159679,2008,1,16,3,1530,1530,1851,1820,OH,5156,N408CA,141,110,94,31,0,MSP,CVG,596
159680,2008,1,16,3,2058,2100,2140,2157,OH,5157,N963CA,102,117,88,-17,-2,CVG,OMA,614
159681,2008,1,16,3,1810,1815,1957,2004,OH,5157,N594SW,107,109,89,-7,-5,ROC,CVG,461
159682,2008,1,16,3,650,650,1008,1003,OH,5158,N805CA,198,193,160,5,0,BOS,JAX,1011
159683,2008,1,16,3,1328,1330,1532,1541,OH,5159,N403CA,124,131,111,-9,-2,ALB,CVG,623
159684,2008,1,16,3,1710,1650,1857,1844,OH,5159,N447CA,167,174,152,13,20,CVG,IAH,871
159685,2008,1,16,3,1235,1240,1400,1418,OH,5160,N435CA,85,98,63,-18,-5,CLE,JFK,425
159686,2008,1,16,3,1347,1347,1535,1544,OH,5161,N451CA,168,177,130,-9,0,LGA,BHM,866
159687,2008,1,16,3,1526,1536,1702,1722,OH,5162,N932CA,96,106,70,-20,-10,RDU,LGA,431
159688,2008,1,16,3,2045,2045,2145,2156,OH,5163,N938CA,120,131,104,-11,0,CVG,FSD,701
159689,2008,1,16,3,2021,1735,2226,2003,OH,5163,N719CA,125,148,114,143,166,PVD,CVG,722
159690,2008,1,16,3,1730,1735,2050,2104,OH,5164,N815CA,140,149,121,-14,-5,BHM,LGA,866
159691,2008,1,16,3,2000,2010,2206,2231,OH,5166,N597SW,126,141,102,-25,-10,LGA,CVG,585
159693,2008,1,16,3,1934,1935,2124,2136,OH,5169,N927CA,110,121,91,-12,-1,CVG,MHT,741
159694,2008,1,16,3,1525,1525,1823,1828,OH,5169,N927CA,118,123,106,-5,0,OKC,CVG,756
159695,2008,1,16,3,1100,1110,1202,1218,OH,5171,N938CA,62,68,49,-16,-10,GRR,CVG,268
159696,2008,1,16,3,1319,1310,1555,1549,OH,5171,N595SW,156,159,133,6,9,CVG,MIA,948
159697,2008,1,16,3,1055,1100,1219,1220,OH,5172,N676CA,84,80,63,-1,-5,CVG,DCA,411
159698,2008,1,16,3,1350,1355,1530,1537,OH,5173,N676CA,100,102,79,-7,-5,DCA,CVG,411
159699,2008,1,16,3,1550,1600,1826,1825,OH,5174,N710CA,96,85,75,1,-10,CID,CVG,419
159700,2008,1,16,3,1340,1340,1429,1441,OH,5175,N408CA,109,121,93,-12,0,CVG,MSP,596
159701,2008,1,16,3,1624,1630,1839,1902,OH,5176,N371CA,135,152,122,-23,-6,RSW,CVG,879
159702,2008,1,16,3,620,620,802,811,OH,5177,N965CA,102,111,86,-9,0,SAV,CVG,515
159703,2008,1,16,3,1532,1525,1854,1904,OH,5178,N973CA,142,159,129,-10,7,SAT,CVG,1024
159704,2008,1,16,3,955,1000,1155,1159,OH,5179,N972CA,120,119,74,-4,-5,LGA,RDU,431
159705,2008,1,16,3,1930,1930,2124,2056,OH,5180,N710CA,114,86,60,28,0,CVG,RDU,390
159706,2008,1,16,3,630,615,825,815,OH,5182,N785CA,115,120,95,10,15,RDU,BOS,612
159708,2008,1,16,3,620,620,806,805,OH,5185,N936CA,106,105,89,1,0,ORF,BOS,468
159709,2008,1,16,3,640,645,955,1005,OH,5186,N629BR,135,140,111,-10,-5,IAH,CVG,871
159710,2008,1,16,3,1053,1055,1230,1228,OH,5186,N991cA,97,93,66,2,-2,CVG,BWI,430
159711,2008,1,16,3,905,910,1100,1114,OH,5187,N960CA,175,184,137,-14,-5,JFK,STL,892
159712,2008,1,16,3,628,630,802,759,OH,5188,N926CA,94,89,75,3,-2,LEX,DCA,414
159713,2008,1,16,3,1835,1835,2028,2055,OH,5189,N783CA,173,200,145,-27,0,JFK,STL,892
159714,2008,1,16,3,645,645,1022,1018,OH,5190,N917CA,157,153,112,4,0,STL,JFK,892
159715,2008,1,16,3,845,845,1041,1044,OH,5196,N735CA,116,119,75,-3,0,LGA,GSO,461
159716,2008,1,16,3,2055,2100,2207,2224,OH,5198,N814CA,72,84,60,-17,-5,CVG,DCA,411
159717,2008,1,16,3,926,925,1031,1033,OH,5199,N920CA,125,128,108,-2,1,CVG,MSP,596
159718,2008,1,16,3,910,920,1115,1124,OH,5201,N819CA,185,184,163,-9,-10,DCA,BTR,985
159719,2008,1,16,3,1121,1115,1546,1553,OH,5202,N538CA,205,218,180,-7,6,AUS,JFK,1522
159720,2008,1,16,3,1730,1735,2135,2155,OH,5203,N538CA,305,320,259,-20,-5,JFK,AUS,1522
159721,2008,1,16,3,2010,2010,2035,2038,OH,5204,N451CA,85,88,68,-3,0,CVG,BHM,396
159722,2008,1,16,3,1650,1655,1723,1739,OH,5205,N786CA,33,44,19,-16,-5,CVG,DAY,64
159723,2008,1,16,3,746,738,956,946,OH,5206,N678CA,130,128,93,10,8,CVG,BOS,752
159724,2008,1,16,3,1026,1017,1257,1240,OH,5206,N678CA,151,143,125,17,9,BOS,CVG,752
159725,2008,1,16,3,700,700,1005,1004,OH,5208,N403CA,125,124,109,1,0,FSD,CVG,701
159726,2008,1,16,3,1317,1320,1453,1455,OH,5209,N391CA,156,155,129,-2,-3,CVG,DFW,812
159727,2008,1,16,3,1420,1430,1515,1538,OH,5211,N967CA,55,68,33,-23,-10,BDL,JFK,106
159728,2008,1,16,3,1629,1629,1800,1800,OH,5211,N967CA,91,91,22,0,0,JFK,PHL,94
159729,2008,1,16,3,1830,1840,2008,2014,OH,5212,N967CA,98,94,35,-6,-10,PHL,JFK,94
159730,2008,1,16,3,2150,2200,2317,2338,OH,5213,N785CA,87,98,72,-21,-10,DCA,LEX,414
159731,2008,1,16,3,1943,1935,2033,2124,OH,5215,N958CA,50,109,22,-51,8,JFK,PHL,94
159732,2008,1,16,3,1923,1925,2126,2146,OH,5216,N443CA,123,141,97,-20,-2,CVG,JFK,589
159733,2008,1,16,3,1605,1605,1833,1834,OH,5216,N590SW,88,89,68,-1,0,MEM,CVG,403
159734,2008,1,16,3,1928,1935,2127,2155,OH,5217,N721CA,179,200,130,-28,-7,JFK,BNA,766
159735,2008,1,16,3,745,750,940,946,OH,5218,N912CA,115,116,93,-6,-5,CVG,BDL,661
159736,2008,1,16,3,1940,1945,2033,2046,OH,5219,N735CA,53,61,40,-13,-5,CVG,TYS,226
159737,2008,1,16,3,1140,1150,1455,1524,OH,5220,N812CA,135,154,116,-29,-10,STL,JFK,892
159738,2008,1,16,3,1310,1310,1335,1330,OH,5222,N691CA,85,80,45,5,0,CVG,ORD,264
159739,2008,1,16,3,2115,2115,2126,2137,OH,5224,N487CA,71,82,61,-11,0,CVG,GRB,416
159740,2008,1,16,3,1124,1050,1440,1421,OH,5226,N809CA,136,151,120,19,34,BTR,DCA,985
159741,2008,1,16,3,2114,2115,2128,2147,OH,5227,N685BR,74,92,58,-19,-1,CVG,CID,419
159742,2008,1,16,3,1735,1735,1958,2000,OH,5227,N446CA,83,85,61,-2,0,HSV,CVG,325
159743,2008,1,16,3,1612,1609,1857,1900,OH,5228,N595SW,165,171,141,-3,3,MIA,CVG,948
159744,2008,1,16,3,1955,1955,2100,2101,OH,5228,N595SW,65,66,43,-1,0,CVG,GRR,268
159745,2008,1,16,3,1750,1750,1933,1955,OH,5229,N709CA,103,125,73,-22,0,LGA,RDU,431
159746,2008,1,16,3,742,745,920,932,OH,5230,N391CA,98,107,66,-12,-3,CVG,PHL,507
159748,2008,1,16,3,940,940,1228,1257,OH,5232,N430CA,108,137,96,-29,0,ORD,JFK,740
159749,2008,1,16,3,1051,1051,1233,1245,OH,5233,N815CA,102,114,83,-12,0,SYR,CVG,527
159750,2008,1,16,3,1329,1330,1409,1418,OH,5233,N962CA,100,108,81,-9,-1,CVG,DSM,505
159751,2008,1,16,3,1640,1640,1745,1750,OH,5234,N403CA,65,70,41,-5,0,CVG,CLE,221
159752,2008,1,16,3,1751,1755,2003,2012,OH,5235,N991cA,132,137,118,-9,-4,ALB,CVG,623
159753,2008,1,16,3,2108,2110,2145,2146,OH,5235,N926CA,97,96,76,-1,-2,CVG,MEM,403
159754,2008,1,16,3,1051,1100,1210,1231,OH,5236,N916CA,79,91,57,-21,-9,PIT,JFK,340
159755,2008,1,16,3,1315,1318,1413,1424,OH,5236,N916CA,58,66,32,-11,-3,JFK,PVD,144
159756,2008,1,16,3,1510,1510,1737,1726,OH,5238,N915CA,147,136,128,11,0,CVG,EWR,569
159757,2008,1,16,3,1110,1110,1421,1418,OH,5240,N642CA,131,128,101,3,0,DFW,CVG,812
159758,2008,1,16,3,1101,1105,1243,1251,OH,5241,N378CA,102,106,86,-8,-4,CVG,JAX,614
159759,2008,1,16,3,740,740,1004,940,OH,5241,N378CA,144,120,90,24,0,PHL,CVG,507
159760,2008,1,16,3,1439,1445,1539,1555,OH,5242,N924CA,60,70,48,-16,-6,TYS,CVG,226
159761,2008,1,16,3,1635,1635,1744,1740,OH,5242,N528CA,69,65,46,4,0,CVG,PIT,256
159762,2008,1,16,3,620,630,813,824,OH,5243,N446CA,113,114,83,-11,-10,ROC,CVG,461
159763,2008,1,16,3,935,935,1015,1005,OH,5243,N591SW,100,90,75,10,0,CVG,BHM,396
159764,2008,1,16,3,1540,1545,1652,1734,OH,5244,N809CA,72,109,45,-42,-5,DCA,JFK,213
159765,2008,1,16,3,1524,1524,1742,1755,OH,5245,N588SW,138,151,110,-13,0,LGA,CHS,641
159766,2008,1,16,3,825,835,1030,1058,OH,5246,N786CA,125,143,91,-28,-10,JFK,DTW,508
159767,2008,1,16,3,635,630,738,732,OH,5246,N786CA,63,62,40,6,5,BDL,JFK,106
159768,2008,1,16,3,1600,1610,1748,1826,OH,5248,N917CA,108,136,75,-38,-10,JFK,RDU,426
159769,2008,1,16,3,705,705,814,821,OH,5249,N713CA,69,76,52,-7,0,DTW,CVG,229
159770,2008,1,16,3,915,915,920,925,OH,5249,N713CA,65,70,47,-5,0,CVG,BNA,230
159771,2008,1,16,3,1833,1833,2009,2009,OH,5250,N691CA,96,96,83,0,0,RDU,CVG,390
159772,2008,1,16,3,1507,1507,1722,1722,OH,5251,N591SW,135,135,88,0,0,LGA,CLT,544
159773,2008,1,16,3,650,700,804,807,OH,5252,N973CA,74,67,49,-3,-10,TYS,CVG,226
159774,2008,1,16,3,919,920,1045,1025,OH,5252,N376CA,86,65,49,20,-1,CVG,PIT,256
159775,2008,1,16,3,1251,1301,1520,1545,OH,5254,N868CA,149,164,132,-25,-10,BOS,CHS,818
159776,2008,1,16,3,1506,1506,1712,1714,OH,5256,N642CA,126,128,100,-2,0,CVG,BOS,752
159777,2008,1,16,3,1805,1747,2017,2015,OH,5257,N915CA,132,148,107,2,18,EWR,CVG,569
159778,2008,1,16,3,2110,2115,2130,2140,OH,5258,N435CA,80,85,56,-10,-5,CVG,MKE,318
159779,2008,1,16,3,1050,1009,1318,1251,OH,5260,N710CA,88,102,73,27,41,MCI,CVG,539
159780,2008,1,16,3,1050,1055,1205,1225,OH,5261,N932CA,75,90,56,-20,-5,RIC,LGA,292
159781,2008,1,16,3,1529,1532,1910,1919,OH,5262,N918CA,161,167,117,-9,-3,BNA,JFK,766
